uri,artis_judulLagu,Label
3w09eeWmgkLz5BISaqcpgm,NDX A.K.A. - Kelingan Mantan,"dhik, kow mbiyen janji karo aku nglakoni tresna suci kanthi ikhla tekan mati ning nyatan ngapusi, cidra ati iki nete eluhku, mili dere ning pipi dhik, kow mbiyen janji karo aku (stop, ngapusi!) nglakoni tresna suci kanthi ikhla tekan mati (hore!) ning nyatan ngapusi, cidra ati iki nete eluhku, mili dere ning pipi pancen lara nek kelingan tentang masa lalu bayangan memang tak seindah kenyataan di hidupku kelingan awal kita ketemu di sana berduaan, bermesraan, canda, dan tawa ... ndxa.k.a. dangdutkoplo javanesedangdut lagujawa"
36hZ4BvcFwJqpmQDO2vFq0,NDX A.K.A. - Apa Kabar Mantan,"apa kabar wong sing tau tak sayang? apa kabar wong sing tau tak gaw nyaman? susah-seneng janjin bebarengan ning akhire, kow lunga ninggal kenangan atiku ra bakal serapuh kuwi masalah percintaan, tak pikir keri masa lalu ra perlu tak baleni teka tenang, kabeh uwi tak gaw lali hei, apa kabar mantanku sing tau neng atiku? kelingan ra karo aku sing tau ngisi atimu mbiyen bubar merga kow ana sing liyan waton minggat ninggal lunga aku sing ana ning kene tangis ati iki merga kow sing jalari bahagiaku hancur ketika tresna iki dibagi cerita cinta sing tak bangun nganti tiba tangi terima kasih luka ini, sekian, ku pamit pergi apa kabar wong sing tau tak sayang? apa kabar wong sing tau tak gaw nyaman? susah-seneng janjin bebarengan ... ndxa.k.a. dangdutkoplo javanesedangdut lagujawa"
1dNh9PrLF9Vbok1qUy305Y,NDX A.K.A. - Ditinggal Rabi,"atiku rasan lara nyawang kow rabi ro wong liya nangi getih eluhku, remuk ajur rasaku kow tega ninggal aku apa iki wi dalan kudu pisah kelangan tresnane? kudu kuat atiku, kudu kuat batinku senajan nyiksa tresnaku dhik, apa kow lali karo sumpah janjimu? biyen bakal ngancani urip tekan matiku pancen kow tega medhot tali asmara rabi karo wong liya, mblenjani tresnaku nelangsa ... ndxa.k.a. dangdutkoplo javanesedangdut lagujawa"
3dMRQLHtSG5XbELKKHyrlx,Kalia Siska - ALOLOLO SAYANG,"gak bahaya tah? yiha! ey, ey, oh, oh ey, ey, oh, oh ey, ey, oh, oh ey, ey, oh, oh ey, ey, oh, oh ey, ey, oh, oh ey, ey, oh, oh ey, ey, oh, oh hey! tenung mata aku kali ini, sayang beri aku peluang kedua bumi, gunung, langit jadi saksi, sayang takkan ada lagi orang ketiga benar itu hanya kebetulan, sayang bukan sengaja aku nak nakal mungkin juga ini keturunan, sayang dna lelaki-lelaki gatal penat juga aku memujuk kau hilang, buat aku terduduk janganlah marah dan merajuk dah macam orang kena sampuk yang, alo-lo-lo-lo-lo, sayang ting-ting-tang-ting-tang-ting, sayang ... kaliasiska dangdut indonesianviralpop"
7d9ThiF3JkDsTtjewk7HLc,Denny Caknan - Taman Jurug,"solo taman jurug pinggir bengawan solo ning kutha solo muda lan mudi ing taman jurug ing pinggir bengawan solo muda lan mudi awan lan wengi do suka-suka nanging, aja ngiket janji cahya ning bulan nrajang pucuk ing cemara angin kang teka sasat nggawa gendh tresna banyu bengawan sinorot cahya ning bulan lir sewu dian alerap nggugah kenangan ngersakn napa mung sarwo ana ... dennycaknan dangdut javanesedangdut lagujawa"
5H3u24Y3K6FsA4ALXsacHf,Happy Asmara - Taman Jurug,"hu (royal music) iki lo wong ('syik-asyik) yo! ning kutha solo, mudha lan mudhi ing taman jurug, ing pinggir bengawan solo mudha lan mudhi, awan lan bengi dha suka-suka, nang aja ngiket janji yuk, sikat (ya, hei, ya-ha) cahyan bulan nrajang pucuk cemara angin kang teka sasat nggawa gendh tresna (cium ping dua) banyu bengawan (cium ping tiga, ja-ja-ja) sinorot cahyan bulan (cium ping satu) lir sewu diyan, alerap nggugah kenangan ... happyasmara dangdutkoplo javanesedangdut lagujawa"
5Q8VArY6Yk6i0ICWQbUuHQ,Denny Caknan - Wirang,"sah jam sewela bengi aku mbok tinggalna mbok tolak tanpa sebab sing pasti nglarani aku kadhung sayang kadhung gadhang-gadhang lungamu dadi traumaku ngene men kisah bujangku adhem angin wengi teka ngancani aku kelangan kanca crita jane namung masalah tresna tapi kok ya lara yen akhir wirang, ben wirang pisan ... dennycaknan dangdut javanesedangdut lagujawa"
5IMVoHOlAbwFqdZczgWSs2,Denny Caknan - Widodari,"tembangan sepeleku tondo seneng marangmu kar'na ku terpuruk sendiri dalam hampa dan kau datang merubah cerita aku nemu widodari motomu kebak pelangi ho, hadirmu dalam hidupku beriku warna dari kisah masa lalu yang pernah terluka ku pernah terjatuh, ku pernah ditinggalkan pupu cerita, tinggallah impian ... dennycaknan dangdut javanesedangdut lagujawa"
69xt31HhLvo0foFpM6iaaJ,Masdddho - KISINAN 2,"kaya-kaya nduweni wi kadhung sepenuh hati jebul mung mbaleni kisinan terulang lagi arg music (arg music lo iki) (sikat, masdddho) (ayo, mase) atin sapa sing kuwat yen mung dadi ladang curhat? hari-hari rasan kecewa berat sapa wong sing ora mangkel? rasan kaya diserkel sirah mumet, atin kecewa dobel kaya-kaya nduweni wi kadhung sepenuh hati jebul mung mbaleni kisinan terulang lagi ... masdddho lagujawa"
4BpYgcqRrKBkb1bOHjAokU,Ndarboy Genk - Anak Lanang - Original,anakku lir bagaskara gumebyar gaw tentrem ati paweling romo ibu laku becik tindakna ojo lali budhi pekerti kang luhur dadi satria ning bangsa biyen omahku gedek trocoh yen udan bledek bapak kerjo yen mung ono proyek biyen durung kramikan arep turu adem kanginan pent saben dino iso mangan saiki aku we gede iso golek duit dew senajan biyen mung iso nyusahk pak e buk e ngapuran ... ndarboygenk dangdut javanesedangdut lagujawa
0Yy4fIg8I44UrrUKndUROp,Denny Caknan - Bojo Loro,"yoo-oo-oo hoo-oo-oo abang biru lampun disko awak kuru dek, mikir bojo loro bojo sing enom njaluk disayang sing tuwo njur wegah ditingg sirah mumet raiso turu andum tresno dek, ugo andum wektu mikir butuh (yo), mikir blanjan (yo) njur saiki bingung atin ... dennycaknan dangdut javanesedangdut lagujawa"
4CQdZW0qvq4MqvilSGScEk,Denny Caknan - Los Dol,"lo dol, ndang lanjut lehmu whatsapp-an cek paket datane, yen entek tak tukokn tenan, dek, elingo, yen mantan nakokno kabarmu tandan iku ora rindu nang kangen kringet bareng awakmu tak gaw lo dol, bla aku ra rewel nyand sliramu sing angel disetel tutuk-tutukno chattingan karo wong liyo rapopo, aku ra gelo kok tutup-tutupi, nomer mbok ganti firasat ati angel diapusi snajan mbok ganti tukang la ... dennycaknan dangdut javanesedangdut lagujawa"
6rxFUsLmRp8Z3KQEfZXZQA,Masdddho - NGANGGUR,pancen mung pengangguran durung ono penghasilan isuk turu sore ngopi wengin dolan sementara durung kerjo ... masdddho lagujawa
6RnjxKM9urwUxM8ASgbc0W,Batas Senja - Kemana Kita Hari Ini,tiap hari begini bangun pagi lagi pergi dan pulang sore hari sibuk mengejar mimpi hingga aku lupa diri perlu disenangi ada yang salah padah hidup t'rasa baik saja tapi ku salah hidup bukan soal kerja dan lelah ke mana kita hari ini? sudah lama tak ha-ha-hi-hi ceritakan lucunya dunia ... batassenja indonesianfolk
2SmKwCCSiUTjtR8I8rv6MS,"Hindia - Berdansalah, Karir Ini Tak Ada Artinya","besok, coba kau izin pulang cepat bilang saja siapa sedang sakit lusa, coba izin terlambat bilang saja kau celaka sedikit habiskan cutimu sebelum usai i know you'r scare but it' total fine kar'na kau bukan mesin assembl line lihat promo liburan, babe, that' a sign oh, kar'na ku tahu kalimat itu ada di ujung mulutmu oh, kar'na kau tahu tak mau lakukan itu seumur hidupmu lakukan apa yang kau mau sekarang saat hatimu bergerak, jangan kau larang hidup ini tak ada artinya maka kau beba mengarang maknanya seorang lakukan apa yang kau mau sekarang ... hindia indonesianpop"
1QLZjY2AUftrVR7I3E0c4J,Juicy Luicy - Asing,"masihkah ungu muda warna langit yang pale engkau suka? masihkah sere lupa di mana letaknya kausimpan kacamata? tanpa niat kuhaf semua masih saja aku mengingatnya dahulu ku mengenalmu pale semua tentangmu, tertawa denganmu mengapa kini berubah asing? tak sale menyapa, lupa ku pernah di sana ... juicyluici indonesianpop"
4xmSDYn5n9Gu6mH6FSJDhf,Juicy Luicy - Tak Di Tanganku,"malam kita sudah beda enam jam lebih cepat bulan ku tiba kau masih senang di luar ku sudah tenang dikamar cerita siapa yang dengar rindu kita bertengkar terang disana cepat disini gelap ku masih tertidur lelap hanya bisa berharap engkau disana baik baik saja siapa yang jadi bahu saat kau perlu menangi terluka di payung rindu apa ada yang bisa ambil peranku menjaga dirimu, yang kini tak di tanganku ... juicyluici indonesianpop"
6xeqCawPZngDVqw2W2aGaR,Suara Kayu - Kembali Pulang,sekedar berandai menatapi diri ini berpencar pergi 'tuk mencari apa yang lama dicari pergi tanpa pamrih pergi tanpa pamit akan ke sana-kemari tanpa arah serta ratusan makian ... suarakayu indonesianpop
0JtEuERxvGfXYcg0ALOwPu,Hal - terima kasih,terkadang sendu tak selalu merakit luka ia juga mengisyaratkan bahagia seperti saat itu kala kulihat dia menggandeng tanganmu dengan penuh mesra kepadamu dulu aku jatuh cinta menanam asa bisa bersama sepanjang usia saat itu engkau di tepian kota aku masih sendiri kau sudah jadi miliknya terima kasih ata segala rasa ... hal indonesianfolk
20RyUmtp32IZ52AqGH2B01,For Revenge - Ada Selamanya,untuk yang pernah ada dan menetap di kepala yang ku kira sementara ternyata selamanya untuk yang pernah singgah ku dengar kau telah bahagia sudikah berbagi caranya karena ku tak bisa ku hanya ingin lupa hanya ingin lupa karena kau pernah ada ... forreveng bandungindi indonesianemo indonesianpost-hardcor
7nQoDLkzCcoIpKPQt3eCdN,raissa anggiani - Kau Rumahku,"bagaikan sungai yang tak punya malu mengalir meskipun terancam surut lalu kakimu melangkah ke rumahku setengah melirik, mencoba rayu apa yang kauinginkan dari senyumku, ya tuan? gemar s'kali kaulukiskan bintang untukku sungguh lihai tanganmu menata kembali hati yang hampir mati 'kan kuletakkan hangat di tengah dekap kita jangan biarkan ku pulang ke rumah yang bukan engkau ... raissaanggiani indonesianlo-fipop indonesianpop"
5ChhnMBhQIKtQXe7fL3yQh,Nosstress - Seperti Dia,hujan kini sere tak kunjung turun walau sudah musimnya rindu sejukmu sudah terasa sabar pun diuji di kala pana menerjang dan di saat kau turun seperti marah badan ini mulai terendam dan dingin tak ada tempat untukmu mengalir ... nosstress indonesianfolk indonesianfolkpop indonesianindi
1OGXIoBfCR3vQSgcMY9Or4,.Feast - Berita Kehilangan,"badanku terkujur kaku bentuk malang melintang tertutup mataku namun cahaya semakin terang jiwaku mengambang tinggi teru melayang-layang nyawaku dirampa namun kita yang jaya perang biarkan aku pergi dengan tenang bunda kali ini saja jangan menangisi jasadku namaku abadi kebencian takkan pernah menang karena beberapa orang memaafkan beberapa yang lain yang membawa berita kehilangan melalui perbuatan, perkataan, menyakitkan ... .feast indonesianindi"
4zElRfqUMAbPe4Mx2nU9pI,MarcoMarche - Senja dan Mentari,damaiku jika kau ada terpanah busur pada suatu masa dan berdiri dalam racikan mimpi biarkan hasrat rengkuh kalbu kita berdua bagaikan uhh senja dan mentari berdua uhh lukiskan pelangi inilah yang kita rangkaikan ... marcomarch indonesianfolk indonesianindi
7dSfKjys9hJwl6vRAY5tvV,Manjakani - Asmaraweda,"canda, kala pandangan raut pesona 'tuk sangkar indah tak biasa berjumpalitan bahagia kau menyinar kau pajang, kau memuja menderita derita membentang sayap tak sempurna ... manjakani indonesianfolk indonesianindi pontianakindi"
0TIFOLng3gkt75XHm92ZhQ,Garamerica - Romansa Asia Afrika,hu-uu-uu hu-uu-uu hu-uu-uu hu-uu-uu hu-uu-uu hu-uu-uu hu-uu-uu hu-uu-uu suatu hari di tengah kota kuberjalan menikmati cahaya sore itu berteman keramaian senyum dan tawa insan manusia mensyukuri alam semesta hu-uu-uu hu-uu-uu hu-uu-uu ... garamerica indonesianfolk indonesianindi
7q8lXVcXKQWFLcZWtsBELP,Dialog Dini Hari - Tentang Rumahku,tentang rumahku di ujung bukit karang yang berbatu beranda rumahku tumbuh-tumbuhan liar tak tahu malu hm-hm-hm hm-hm-hm tentang rumahku berbagai macam musim t'lah kurengkuh jadi saksi bisu cerita mimpi indah di masa lalu yang terlahir ... dialogdinihari baliindi indonesianindi
6Fldcb48M743FktYimcWPI,Dengarkan Dia - Rindu,"kopi ini tak seperti biasa terasa lama waktu tanpanya terbiasa bersama membuat tersiksa aku disini bermimpi bertemu bersama mu rindu, mengapa datang selalu rindu, aku tak sanggup ... dengarkandia indonesianpop"
3FRwkq2qSm1zeI828c9cVe,Juicy Luicy - Mawar Jingga,"mengapa kita ditakdirkan berjumpa? padah kita takkan mungkin ke sana ke tujuan sama, bertemu di tengahnya menunggu yang kutahu sia-sia kupetik bunga mawar warna jingga hanya semata senyum kau dibuatnya tak sadar 'kan durinya terluka di akhirnya mencinta tanpa tahu akibatnya ... juicyluici indonesianpop"
5k8QGcDjSx8Bv6P25H6NFU,Figura Renata - Rasa & Karsa,dan waktu ku tak lama semoga bisa bermakna untuk semesta tua renta senja sisa perih jemari mendamba hujan kala oktob masih tersisa jua rasa pelupuk lara ... figurarenata indonesianfolk indonesianfolkpop indonesianindi semarangindi
1fgskANO281gUdRWOm4Mtw,Senandung - Hujan Di Balik Jendela,"muram, langit malam ini berjatuhan ribuan kenangan (hu-uh, hu-uh-uh) malam seketika bisu bertaburan aroma tubuhmu jendela berembun, kamu ada tak berkedip, mata berbisik isyaratkan rindu yang dalam kepadamu ... senandung indonesianfolk"
1ZPVEo8RfmrEz8YAD5n6rW,Juicy Luicy - Lantas,"lima hari sudah kurindu tak bisa ku menghubungimu kau sedang dengan dirinya, sedang kita rahasia kapankah kau ada waktu sembunyi untuk bertemu? baru kausapa, ku tersipu kaupuji, lupa amarahku karena kau pale tahu cara lemahkan hatiku walau tak ada yang pasti, yang kauberi hanya mimpi lanta mengapa ku masih menaruh hati? padah ku tahu kau t'lah terikat janji keliru ataukah bukan? tak tahu lupakanmu, tapi aku tak mau oh-wo ... juicyluici indonesianpop"
0rut2ibZ8jKEnXL4JncWJG,Juicy Luicy - Jemari,"akhir bahagia masih kunantikan bukan sekedar hangatnya angin harapan di tengah mesra kau dan dia, ku berada kau enggan berjanji tapi tak mau pergi ribuan kata percuma cintamu dalam aksara kehadiranmu sangat ku rindu kemarilah kasih jangan buat ku bermimpi lalu hilang dan kau pergi ku tak butuh kata sayangmu yang hadir hanya lewat jemari houo, haa ... juicyluici indonesianpop"
3a0BOn9fWnTCUqWpqE71Bb,Daun Jatuh - Resah Jadi Luka,ku menemukanmu saat ku terjebak di situasi yang membuatku resah kau merangkulku di saat yang lain menindasku ingin rasanya aku selalu bersamamu tapi mengapa tiba-tiba seakan kau pergi? melepa rangkulanmu dan berhenti melindungiku tanpa sebab mungkin alam semesta tak menerimanya dan waktu tak memberi kesempatannya ... daunjatuh indonesianfolkpop
4GHzE0rDsSkbj6V6UXZTLc,Juicy Luicy - Terlalu Tinggi,"ikatkan padaku tali benang terpanjang agar 'ku bisa kau terbangkan sejauh yang kamu mau angin kencang bawakan kesenangan dapat buatmu terbangkanku sejauh yang kamu mau dengan senang kau terbangkan aku terlalu tinggi terlalu tinggi di ata awan kunikmati dua sisi indah tebang terlalu tinggi takut jatuh, terlalu jauh semakin tinggi ... juicyluici indonesianpop"
4kfjA6WfgKBt7I7YKuDCkU,GANGGA - Blue Jeans,call you late at night talk 'bout nothin' but we'r alway laugh these dumb convers they rais my affect those were the good time and i miss the old time have i told you late that i miss you badli sometim i wish that i could still call you mine still call you mine now all i'v got is ... gangga indonesianlo-fipop indonesianpop indonesiansinger-songwrit
5QGdWvXwXMK2Zx6eKagyue,Ardhito Pramono - Sudah - Story of Kale - Original Motion Picture Soundtrack,"sudah sudahi semua bicara ku ingin segera berdua dan pagi menjelang melahirkan mentari pagi, dan... sudah sudahi semua prasangka dunia, berputarlah saja rekam peristiwa yang takkan terulangi lagi, dan... ... ardhitopramono indonesianindi indonesianjazz indonesianpop jazzpop"
5AkV53fo1u01mi8r22JNeF,Ardhito Pramono - I Just Couldn't Save You Tonight - Story of Kale - Original Motion Picture Soundtrack,"live with someth that i couldn't see and somehow fade intern if you came a long way to get to know me and mayb it' just meant to be come here, i just found a new recip the flower, the brick and the sea my intuit say you will like me and i don't know where should i be and mayb you wanna be a star it may seem you wanna be in love ... ardhitopramono indonesianindi indonesianjazz indonesianpop jazzpop"
3JTYBwkG6kDfnLh6m292mj,Kerabat Kerja - Sendiri,"ku tak peduli dengan lama hubunganmu berapa lama, sungguh aku tak peduli aku tak suka saat kau sebut namanya di hadapanku ingin kubungkam mulutmu usah khawatir kepadaku biarkanlah kusayang sendiri ... kerabatkerja bandungindi"
3Zo3daLfpwdTzdIW6gBER1,Juicy Luicy - Tak Terbaca,"telan dulu malam yang penuh rindu bungkam semua jalan hati kecilku lewatkah aku di sela fikiranmu di lamunanmu simpan kau di dalam mimpi indahku karna kau tak datang dalam hidupku berjalan kuterima kenyataan kau yang tak sayang mendengar cerita, kau kini bahagia 'ku hanya bisa tersenyum mendengarnya ... juicyluici indonesianpop"
2CDJAmUIkgPVbVMQYwYlxL,Juicy Luicy - Siapa Tahu,mungkin kau masih bertanya untuk apa kusimpan semua buku cerita yang engkau suka masih tersimpan di sana mungkin kau tak akan menyangka masih kunyanyikan lagu kita lagu cinta yang pernah kita percaya itu tentang kita sejauh berjalan masih kutunjukkan arah pulang ke pelukanku apa pun kusimpan 'kan ada harapan siapa tahu kau datang ... juicyluici indonesianpop
2dTIJVE0stqTvrhbpf7fFw,Feby Putri - Halu,senyumanmu yang indah bagaikan candu ingin t'ru kulihat walau ku berandai kau disini mengobati rindu ruai dalam sunyi ku sendiri meratapi perasaan yang tak jua di dengar takkan apa bila rasa ini tumbuh sendirinya ... febyputri indonesianpop
66SBpMfdxpe7B2UF0hq4DR,Hal - L,sungguh tak terasa sudah tujuh tahun rotasi waktu hidupku binar mata yang membiru hari-hari yang lesu aku menunggu kamu selalu aku lihat belakang punggungmu di saat kaulihat belakang punggung pria lain menunggu kau menoleh dan berlari ke arahku dan memelukku seerat-eratnya sudah aku coba ... hal indonesianfolk
6Hii26x3qDErVitnGW8QtO,Feby Putri - Runtuh,"ku terbangun lagi di antara sepi hanya pikiran yang ramai mengutuki diri tak bisa kembali 'tuk mengubah alur kisah ketika mereka meminta tawa ternyata rela tak semudah kata tak perlu khawatir, ku hanya terluka terbiasa 'tuk pura-pura tertawa ... febyputri indonesianpop"
4ZkbziGKPCvWPYnu6dzfgl,Fiersa Besari - Melawan Hati,"jam dua pagi dan aku masih terjaga ingin menghubungimu tapi tidak tahu haru berkata apa? sial, kau racuni pikiran kita dipisahkan keadaan ku menampar diri sendiri, agar cepat kembali ke bumi dan melupakan semua kesendirian ini menyiksa diriku perlahan kita dipisahkan kenyataan ... fiersabesari bandungindi indonesianfolkpop indonesianindi indonesianpop indonesianpoppunk"
3wFWiWUWoOSIDs6gRnrTge,Luthfi Aulia - Langit Favorit,"binar di matamu kembali luluhkan hatiku 'tuk jagamu merangkai kembali alur kisah yang t'lah lalu dan terkubur kecewa mungkinkah berakhir bahagia? jalani cerita bersama tatap kedua mataku hapuskan ragu, labuhkan hatimu ... luthfiaulia indonesianfolkpop indonesianpop"
4OsuW1n76HSDXdE1FB0hTL,Senja - Perih,waktu perlahan menuntunku berjumpa lagi denganmu seseorang yang dulu bersamaku takdir tak ingin kita bersatu kini kau bersamanya tak ada ruang untukku di hatimu ... senja yogyakartaindi
