judul_lagu;nama_artis;playlist_name;url;genre_lagu;lyrics
Salah Kekancan;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;3RtbeBOHeGCgSb5zlBIsWN;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];biyen pas seneng kita selalu bersama (ciyee ciyee) saiki aku susah duwe masalah koe do nengdi? (kasih tau gak ya) aku ki ora pilih konco kok mungkin ini mung mergo salah kekancan yowes lah nek ngono, tak trimak-trimakno wae  ji ro lu pat mo pancen aku ra trimo nem pitu wolu sakjane aku nesu ngurusi dapuranmu sek gaweane ngecu entek roso sabarku ngerteni tumindakmu  opo ora kelingan nek sambat karo sopo nek udu karo konco naliko atimu loro po yo kurang aku le ngerteni salahmu tetep wae tok bolan baleni nyepelekke kancamu  aku ora ngiro ngene dadine kekancane kok bubrah akhire opo ngeneki caramu, opo iki balesanmu  ...
Menunggu Berakhir Luka;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;7bVtzTf6SwXp9DkgedaZqM;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Kini ku hanya bisa mengagumi keindahan dirimu Saat engkau bersama dirinya Kuberi cinta, kauberikan luka, perih yang aku rasa Dan akhirnya kautinggalkan luka bersamanya  Yang kurasa suka di hati hanya untukmu Dan ku masih malu-malu menyatakan padamu Begitu berat mulut ini, begitu susah hati ini Menyatakan cinta yang t'lah tulus untukmu  Namun, kini ku tahu engkau tak suka padaku Kauacuhkan diriku, kaucampakkan hasratku Tak membalas cintaku, andai kini kau tahu Betapa besar cintaku, tak terbatas waktu  Kini ku hanya bisa mengagumi keindahan dirimu Saat engkau bersama dirinya Kuberi cinta, kauberikan luka, perih yang aku rasa Dan akhirnya kautinggalkan luka bersamanya  Jika itu yang terbaik, akan kujalani ...
Bojo Simpenan;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;6befM7lIYToUR7f7MMTyzj;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];neng ngisor sorot rembulan ing wengi iki tak gantungke tresnoku kang tulus suci senajan aku dudu kang nomer siji roso keukir sak jeroning ati  sampun lembah manah anggonku tresno ro koe susah seneng sek tak rasakke emboh piye akhire ngalah adi welas asih andum ati kroso gerih andhap ngasor ngampet tangis tresno iki ora pamrih  semilir angin segoro nggugah atiku karang gedhe ing tengah laut nguatke aku tansah tak gujeng kenceng ra bakal tak uculke amergo sucining tresnoku namung kanggo koe  hasil eluh kang netes sing dadi seksi loro lan cidro nanging gedhe asmoro tetep ora bakal aku lungo ...
Cahaya Cintamu;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;6D7bowQnWEoYvy1qkXGA4S;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Kau yang kumau dan kamu yang aku rindu Kamu berikan cahaya terangmu Kau yang menjadi setiap nafasku Kaulah terindah di dalam hidupku  Kurasa cinta hadir di dalam hatiku Di saat pertama ku berjumpa denganmu Aku dan kamu satukan cinta Tanpa ragu, juga ada dusta  Berikan, berikanlah, cintaku hanya untumu Sambutlah cintaku dengan senyum indahmu Dan ku berjanji, ku akan menjagamu ...
Cahaya Cintamu;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;6D7bowQnWEoYvy1qkXGA4S;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Kau yang kumau dan kamu yang aku rindu Kamu berikan cahaya terangmu Kau yang menjadi setiap nafasku Kaulah terindah di dalam hidupku  Kurasa cinta hadir di dalam hatiku Di saat pertama ku berjumpa denganmu Aku dan kamu satukan cinta Tanpa ragu, juga ada dusta  Berikan, berikanlah, cintaku hanya untumu Sambutlah cintaku dengan senyum indahmu Dan ku berjanji, ku akan menjagamu ...
CLBK Cinta Lamaku Bajingan Kabeh;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;5bZDua2oq5GI3arO0AJSrK;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Selamat jalan kekasih Manis yang berujung perih Kisah yang sungguh terlalu indah Kini semua berakhir sudah  Selamat jalan kekasih Walau teramat sangat perih Namun aku pasti coba Untuk jalani ini semua  Pancen ngenes nasibku, duwe bojo sliramu Jare tresno awakku, jebul ngapusi aku Duwe pacar kowe kok malah dadi mumet ndase Aku ra nyongko wae, tresnoku tok duakke  Aku uwis sabar, nganti ngelus dodo Nek gur pengen bubar, aku yo sumonggo Dasar aku uwis jeleh nyanding terus sliramu Sik pas ra tau ngerti opone karepku  ...
Kangen Mantan;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;06qTjNemD193aTqW2ADbqL;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Atiku sing wis kebacut sepi Karena engkau yang lama tidak di sisi Kangen sing wis semono suwene Abot nahan rindu lan perih larane  Dirimu mantan kekasih Memilih dia hingga aku tersisih Mergo balen wis ra mungkin ngemis ati Aku isin, aku isin  Kangen njero ati iki Wis ra iso meneh ditambani Dirimu telah resmi dimiliki dia Dan aku yang menjadi korban cinta  Mantan hanya tinggal kenangan Masa lalu takkan pernah terulang Aku sadar posisi, rosoku tak ilangi Geni tresnaku kudu tak pateni  Roso kangen sing wis suwe tak pendem Pengen ketemu sliramu supoyo ati ayem Berharap iso mengulang kisah asmara ...
Terminal Giwangan;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;6GuyPFM4hRirTrpP6xC2kN;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Rasane ora karuan Ning ati loro tenan Cinta matiku kau anggep dolanan Ji, ro, ji, ro, lu, pat, ye, ye, ye, ye Come on, ha, Terminal Giwangan ninggal janji Are you ready? Singing, go!  Biasane jam semene wis ngabari Nanging tekan saiki HP-ku durung muni Biasane jedal-jedul ning ngarepku Nanging dino-dino iki menghilang bagai butiran debu  Aku mung koyo Terminal Giwangan Mung tok nggo sambat Tok nggo istirahat  Rasane ora karuan ...
Tak Akoni Aku Sing Salah;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;7mIodhNtX8SwwnpVjI98M4;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Kangen yen kelingan awakmu Loro ati mergo aku Mergo atiku suloyo Ninggal lungo tanpo kondo Golek tresno sing liyo  Asmoroku wis bubrah Gawe uripmu susah Neng endi sliramu? Aku pengen ketemu  Kabeh iki salahku Gawe remuk atimu Aku sing ngucap janji Aku sing mblenjani Pancen aku ra biso Ngobati lan ganteni tetes eluhmu, oh-oh  ...
Sing Penting HipHop;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;3U6XaUEVNzDgBJcB7ilFgV;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Hiphop and music Wassup Are you ready and let's go! (Yow!) Dua Lima berbeda and satukan irama Click click click in my beat (Spice things up, play the beat) This is is Music, Different in Left or be  Bila jiwa ada dalam balutan irama Ngerti di radio Hiphop kolaborasi! Karna hiphop 'ni hiphop gue mana hiphop loe maenkan rembo Wowo you know what what what Lets go lets singing was yoo!  Ora ngerti Lagune Ora ngeti Syaire Sing penting aku joged waee  Ra kenal penyanyine Ra ngerti penciptane Sing penting HipHop Rame Rame  Sing penting HipHop! Sing penting HipHop! Sing penting HipHop! Sing penting HipHop! Sing penting HipHop! Sing penting HipHop! Sing penting HipHop! Sing penting HipHop! Sing penting HipHop! (Hop, Hop, HOP!)  This is My (HipHop!) And Music! (Hop!) Play the beat! (Nonstop!) Oh everybody let's Go! (Yow!) This is My (HipHop!) And Music! (Hop!) Play the beat! (Nonstop!) Oh everybody let's Go! (Yow!)  Nek gelem yo rungokno Ra sah kakeyan cangkem Podo nyerak yo konco Ojo podo di pendem Ra sah podo ngremehke Opo sing tek nyanyike HipHop dangdut otskull iki jan bedo ro liyane  Ra sah suloyo (ooo!) Pasang kuping rungokno, musik iki ra bakal mati Yen ora seneng ra sah coba ngrusuih ...
Kelingan Mbiyen;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;7BxF6msFDfNN864z9GvgBK;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Dhik, aku kelingan mbiyen Kisah asmara kita sing wis ra mungkin balen Aku tersiksa rindu, terjebak kenangan masa lalu Ingin ku mengulangi memori itu (hok a, hok e, ja, ja)  Dhik, aku kelingan mbiyen Kisah asmara kita sing wis ra mungkin balen Aku tersiksa rindu, terjebak kenangan masa lalu Ingin ku mengulangi memori itu  Pancen suwe kelangan yang sempat jadi harapan Cita-cita barengan tok remuk ning tengah ndalan Aku terlalu bodo, tresna ra nggo logika Batinku mbengok sero saat kausudahi semua  Butuh wektu taunan ngilangi perasaan Kau terlalu berkesan untukku yang baperan ...
KECANTIKAN;DJ JEDAG JEDUG;NDX AKA Full Album 2023 - 2024;56MKA1twXPxlYUOmx1hUDz;['fvnky rimex'];Saya bule tinggi senang Sangat muda sangat kaya Saya ganteng dan pirang Yang terkenal di Indonesia  Saya ingin jalan-jalan Untuk cari yang kecantikan Karena saya dengar Tercantik itu di Indonesia ...
Roman Picisan;Dewa 19;NDX AKA Full Album 2023 - 2024;35E6odHU6yHAN0harHjemH;['classic indonesian rock', 'indonesian rock'];Tatap matamu bagai busur panah Yang kau lepaskan ke jantung hatiku Meski kau simpan cintamu masih Tetap nafasmu wangi hiasi suasana Saat kukecup manis bibirmu  Cintaku tak harus, miliki dirimu Meski perih mengiris Iris segala janji  Aku berdansa diujung gelisah Di iringi syahdu lembut lakumu Kau sebar benih anggun jiwamu Namun kau tiada Menuai buah cintaku Yang ada hanya sekuntum rindu  Cintaku tak harus, ...
Cidro Asmoro;Ndarboy Genk;NDX AKA Full Album 2023 - 2024;1P51HK66VRbcNtG6nzxSd0;['dangdut', 'javanese dangdut', 'lagu jawa'];Ora nyangka kowe tega Wis tak nehi ati, ngrogoh rempela Jarene tresna jalani asmara Ujung-ujunge cidra asmara  Suwe tenan aku berjuang Akeh kenangan, akeh godaan Jarene sayang, tak kira pacaran Jebul nyatane mung selingkuhan  Aku ikhlas yen kudu pisah Uwis kadhung tatu jeru, jeru, jeru Tresna sing tak tandur, ora tukul-tukul Akhire mung ajur  Apa ra ngelingi? (Apa ra ngelingi?) Apa ra ngerteni? (Apa ra ngerteni?) Biyen, tiba tangimu aku sing ngancani Saiki wis beda (saiki wis beda) ...
Aku Cah Bakoh;Yeni Inka Adella;NDX AKA Full Album 2023 - 2024;7rBXvvO8V5PWhLB2BoLBmh;['dangdut koplo'];Badhe dipontang-pantingke meh model kepiye Kulo mung manut dalene, Gusti sing nentokne Mboten ajeng sambat, kulo tasih kuat Semangat lan mboten njepat  Adella Cumi-cumi Audio  Badhe dipontang-pantingke meh model kepiye Kulo mung manut dalene, Gusti sing nentokne Mboten ajeng sambat, kulo tasih kuat Semangat lan mboten njepat  Gusti, kulo tasih semangat ngadepi kabeh Kulo tasih bakoh amergo kulo sumeleh Mboten ajeng sambat, Gusti, mboten sah kuwatir Kulo masih semangat hingga di titik akhir ...
Abadi;Dendi Nata;NDX AKA Full Album 2023 - 2024;6UCbr0O5A3MpqQTjC6eYlx;['indonesian folk', 'semarang indie'];Aku terdiam Berteman sepi Bumi berputar Hanya sendiri Lalu untuk apa lagi Jalani ini?  Dia menghilang Memberikan sunyi Nada yang terdengar Tak akan berarti Tapi wanginya selalu Ada di sini  Bulan pun berganti Harumnya t'lah pergi Aku menanti Aku tak mengerti  ...
Buka Hatimu;Armada;NDX AKA Full Album 2023 - 2024;2uy1RsdzULhpzJCiWoTlK3;['indonesian pop', 'indonesian pop rock'];Aku t'lah lelah mengikuti semua langkah kakimu Dan berharap bisa memilikimu Berbagai cara telah aku lakukan untuk hidupmu Hingga aku mengorbankan hidupku  Buka hatimu, bukalah sedikit untukku Sehingga diriku bisa memilikimu  Berbagai cara telah aku lakukan untuk hidupmu ...
Jarang Pulang;Lina Lady Geboy;NDX AKA Full Album 2023 - 2024;4TEZ8E4om9gmpJS8vGjkaJ;['dangdut', 'dangdut remix'];Tiap malam, Abang nggak pulang-pulang Tiap malam, sukanya keluyuran Tiap malam, Abang nggak pulang-pulang Tiap malam, ku tidur sendirian  Jarang pulang, Abang jarang pulang Tiap malam, suka kelayapan Jarang pulang, Abang jarang pulang Aku jarang disayang-sayang  ...
Tetep Neng Ati;OMWAWES;NDX AKA Full Album 2023 - 2024;6U4LPOlk6I3c6WGnyV5ZPq;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Banyu tibo seko langit Dadi saksi setyaku mung kanggo koe Sing neng atiku Rabakal iso ilang Senajan koe nglarani aku  Sak tenane atiku loro Nanging gede tresno iki luwih seko cidro Janjimu neng aku Wis tak rasakke wae Kui kabeh mergo koe  Aku isih tresno koe Nganti tekan esuk kapan ...
Aku Bukan Bang Toyib;Wali;NDX AKA Full Album 2023 - 2024;2Hj56hnZ8aAFxxkh7HMfsE;['dangdut', 'dangdut koplo', 'indonesian pop rock'];"Kau bilang padaku, kau ingin bertemu Kubilang padamu, ""Oh, ya nanti dulu"" Aku lagi sibuk, sayang, aku lagi kerja, sayang Untuk membeli beras dan sebongkah berlian  Sayang, aku bukanlah Bang Toyib Yang tak pulang-pulang Yang tak pasti kapan dia datang Sabar, sayang, sabarlah sebentar Aku pasti pulang karena aku bukan ..."
Wong Sepele;Ndarboy Genk;NDX AKA Full Album 2023 - 2024;6J8uRuotPMHTvv3ar8RqDu;['dangdut', 'javanese dangdut', 'lagu jawa'];"""Wong Sepele""  Duh, abote kahanane uripku Kudu nandhang lara Dipandeng sesisih mata  Yen takdire kudu dikuat-kuatke Aku mung wong sepele Kudu kuat batine  Kadhang pengin ngeluh nalika kentekan eluh Kodrate manungsa kuwi pancen beda-beda Dhedhel-dhuwel ati nampa kasunyatan iki Kudu tak tambani kanggo njalani uripku iki  Jujur, sedih uripku kaya mengkene Sugih-waras durung tau tak rasakke Urip dhewe, tresna ra ana sing nggape Kudu sabar mung dianggep wong sepele ..."
Cinta 'Kan Membawamu Kembali;Dewa 19;NDX AKA Full Album 2023 - 2024;6MwIBSBiAMGomp4I80Xkgw;['classic indonesian rock', 'indonesian rock'];Tiba saat mengerti Jerit suara hati Letih meski mencoba Melabuhkan Rasa yang ada  Mohon tinggal sejenak Lupakanlah waktu Temani air mataku Teteskan lara Merajut asa, menjalin mimpi Endapkan sepi-sepi  Cinta 'kan membawamu Kembali di sini ...
Ya Sudahlah;Bondan Prakoso;NDX AKA Full Album 2023 - 2024;0OjiV7FpVCrOIq53ZSH1EM;['indonesian hip hop', 'indonesian pop'];Ketika mimpimu yang begitu indah Tak pernah terwujud, ya sudahlah Saat kau berlari mengejar anganmu Dan tak pernah sampai, ya sudahlah, hmm  Apapun yang terjadi 'Ku 'kan selalu ada untukmu Janganlah kau bersedih 'Cause everything's gonna be okay  Yo, yo, satu dari sekian kemungkinan Kau jatuh (jatuh) dan tanpa ada harapan Saat itu raga 'ku persembahkan (yo) Bersama jiwa, cita, cinta, dan harapan  Kita sambung satu per satu sebab-akibat Tapi tenanglah, mata hati kita 'kan lihat (lihat) Menuntun ke arah mata angin bahagia (oh) Kau dan aku tahu (yeah) jalan selalu ada  Juga 'ku tahu lagi problema 'kan terus menerjang Bagai deras ombak yang menabrak karang Namun 'ku tahu, 'ku tahu kau mampu 'tuk tetap tenang Hadapi ini bersamaku hingga ajal datang ...
Diantara Kalian;D�MASIV;NDX AKA Full Album 2023 - 2024;4FqNe8mDFUPP1vKjMjyini;['indonesian pop', 'indonesian pop rock', 'malaysian pop'];Kuakui ku sangat sangat menginginkanmu Tapi kini kusadar ku diantara kalian Aku tak mengerti ini semua harus terjadi  Kuakui ku sangat sangat mengharapkanmu Tapi kini kusadar ku tak akan bisa Aku tak mengerti ini semua harus terjadi  Lupakan aku kembali padanya Aku bukan siapa siapa untukmu Ku cintaimu tak berarti bahwa Ku harus memilikimu s'lamanya ...
Layang Kangen;Didi Kempot;NDX AKA Full Album 2023 - 2024;6Zxxq1xnjfTxcnoasLaz0R;['campursari', 'dangdut', 'dangdut koplo', 'javanese dangdut', 'lagu jawa'];Layangmu tak tompo wingi kuwi Wes tak woco opo karepe atimu Trenyuh ati iki moco tulisanmu Ra kroso netes eluh neng pipiku  Umpomo tanganku dadi suwiwi Iki ugo aku mesti enggal bali Neng kepiye maneh, mergo kahananku Cah Ayu, entenono tekanku  ...
Kandas;Tasya Rosmala;NDX AKA Full Album 2023 - 2024;24hONUcOEU3Pz1bTBfKa5E;['dangdut', 'dangdut koplo', 'musik anak-anak'];New Pallapa Global Musik  Bila tiada mendalam Cinta dan kerinduan Takkan terlalu dalam Luka yang kurasakan  Bila saja ku tahu Bahwa kesetiaanmu Begitu dalam padaku Takkan aku mengingkari janjiku  Sesal kian mendera Akhir sebuah cerita Kini kau t'lah berdua Itu kenyataannya ...
Hampa;Ari Lasso;NDX AKA Full Album 2023 - 2024;6bE0o9hYUPYlokZIH79oM0;['indonesian pop', 'indonesian pop rock'];Kupejamkan mata ini Mencoba 'tuk melupakan Segala kenangan indah Tentang dirimu, tentang mimpiku  Semakin aku mencoba Bayangmu semakin nyata Merasuk hingga ke jiwa Tuhan, tolonglah diriku  Entah di mana dirimu berada Hampa terasa hidupku tanpa dirimu Apakah di sana kau rindukan aku? Seperti diriku yang s'lalu merindukanmu Selalu merindukanmu ...
Putuskan Saja Pacarmu;Bravesboy;NDX AKA Full Album 2023 - 2024;3mHqANRsDYvDoRPR1YlrW4;['indonesian reggae', 'indonesian ska'];Ku tau kau sudah, sudah tak bahagia Cintamu cuma dianggap main-main saja Pacarmu yang kau anggap, anggap bagaikan raja Ternyata tak lebih dari seorang buaya  Coba bayangkan, coba renungkanlah Dirimu tak lebih hanya boneka saja Lebih baik putuskan, putuskan sajalah Cari cinta lain yang bisa buatmu bahagia  Wo-oo, karna ku memang pilihan Dan kau pun wajib, wajib untuk memilihku Wo-oo, karna ku memang pilihan Dan coba pilihlah, pilihlah aku  Putuskan saja pacarmu itu Pindahkan cintamu ke dalam hatiku Putuskan saja kekasihmu itu Agarku jadi pacarmu ...
Jajal Kowe Dadi Aku;Syahiba Saufa;NDX AKA Full Album 2023 - 2024;0VSNH5XtyjQL8qCurq31Cf;['dangdut remix', 'javanese dangdut', 'lagu jawa'];Ojo kowe mikir gampang, dadi aku soro tenan Nanging tak kuat-kuatne 'tuk bersabar  Wes pancen tresnoku marakke bertahan Nyanding kowe sing isih kumat-kumatan Ket biyen s'lalu aku yang harus mengalah Kadang malah kowe sing nuduh aku salah  Ojo kowe mikir gampang, dadi aku soro tenan Nanging tak kuat-kuatne bersabar ...
Ambyar;Didi Kempot;NDX AKA Full Album 2023 - 2024;0JBnBZ53RRDsWnjtrhG6YB;['campursari', 'dangdut', 'dangdut koplo', 'javanese dangdut', 'lagu jawa'];Wis kebacut ambyar, remuk sing neng ati Apa ngene iki sing jenenge korban janji Wis ambyar, aku kudu kepiye Metu ngendi supaya ketemu kowe  Wis kebacut ambyar, tresnaku kesasar Seneng karo kowe salah nggonku milih pacar Wis ambyar, lara sing tak rasakke Kowe lunga ninggalke aku neng kene ...
Apa Kabar Sayang;Armada;NDX AKA Full Album 2023 - 2024;4o6EhGQmzoQZgwYqI6WD5s;['indonesian pop', 'indonesian pop rock'];Seharian aku tak tenang Seperti orang kebingungan Pikiranku tak karuan Khawatirkan kamu di sana Tak tahu apa gerangan  Mungkinkah di sana kaurasa bahagia? Atau malah sebaliknya?  T'lah lama kita tidak bertemu Tak pernah kudengar berita tentangmu Apa kabar kamu, Sayang? Apa kabar kamu, Sayang?  Seharian aku tak tenang Khawatirkan kamu di sana Tak tahu apa gerangan  Mungkinkah di sana kaurasa bahagia? ...
Terlatih Patah Hati;The Rain;NDX AKA Full Album 2023 - 2024;1mAkA0ZVdi3S9gVvuJw89I;['indonesian pop rock', 'indonesian rock'];Aku sudah mulai lupa saat pertama rasakan lara Oleh harapan yang pupus hingga hati cedera serius Terima kasih kalian, barisan para mantan Dan semua yang pergi tanpa sempat aku miliki  Tak satupun yang aku sesali Hanya membuatku semakin terlatih, oh  (Begini rasanya) Terlatih patah hati (Hadapi getirnya) Terlatih disakiti Bertepuk sebelah tangan (Sudah biasa) ...
Tekan Semene;Aftershine;NDX AKA Full Album 2023 - 2024;68BdmyM6ZkqQMXBNLaLKIy;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Kowe sing tau ngelarani Ninggal tatu ning njero ati Wis semene gedhene perjuanganku Kowe ra ngerteni  Tibo tangi tak lakoni Nggo ngupayakne kebahagiaanmu Opo wae sing tak nduwe tak wenehke  Aku sing berjuang Aku sing kelaran Aku sing tenanan Tego mbok nggo dolanan  Tekan semene ceritoku ro kowe Kudu tak ikhlaske Pancen iki takdire Wis cukup wae rasah diteruske ...
Kutukan Mantan;Angelbert Rap;NDX AKA Full Album 2023 - 2024;4ikXeDHKMEWqD1zxiOLHax;['indonesian viral pop'];Yeah, uhh Halmahera rap, huu Angel MC Tobamia Rap-ku Slaber, slaber, slaber, slaber  Everybody, everybody  Slaber dipanca-panca Tidur malam minum es teh satu gelas Ingat mantan punya juga berkelas Dingin malam s'makin suasananya ganas Kutukan mantan masih teringat jelas  Tipis manis kucoba ramas-ramas, elus-elus Pegang di pinggang iko main iris gemes-gemes Kurindu bilas slaber luar dalam seperti es ...
Mengenangmu;Kerispatih;NDX AKA Full Album 2023 - 2024;6l9L0ssWzD5XI1aJgVFpaS;['indonesian pop', 'indonesian pop rock'];Takkan pernah habis air mataku Bila ku ingat tentang dirimu, hu-uh Mungkin hanya kau yang tahu Mengapa sampai saat ini ku masih sendiri?  Adakah disana kau rindu padaku? Meski kita kini ada di dunia berbeda Bila masih mungkin waktu ku putar Kan kutunggu dirimu  Biarlah kusimpan sampai nanti aku kan ada di sana Tenanglah dirimu dalam kedamaian ...
Jaga Slalu Hatimu;Seventeen;NDX AKA Full Album 2023 - 2024;3YZQseFqB5LVy9VcfVv7dp;['indonesian pop rock'];Kau jaga selalu hatimu Saat jauh dariku tunggu aku kembali  Ha-aa, ah-ah-ah  Mencintaimu, aku tenang Memilikimu, aku ada Di setiap engkau membuka mata  Merindukanmu, selalu kurasakan Selalu memelukmu, penuh cinta Itu yang selalu aku inginkan  Kau mampu Membuatku tersenyum Dan kau bisa ...
Brondong Tua;Siti Badriah;NDX AKA Full Album 2023 - 2024;1564XM7NVoA0C68gxugKUK;['dangdut', 'dangdut koplo', 'dangdut remix'];Ada berondong tua Tebar-tebar pesona Sukanya daun muda Dia lupa usia  Ada berondong tua Funky abis gayanya Sukanya hura-hura Happy aja maunya  Berondong, berondong tua Jelalatan cari mangsa Keluar-masuk lubang buaya Jadi santapan wanita-wanita muda ...
Suka Sama Kamu;D'Bagindas;NDX AKA Full Album 2023 - 2024;7fI9oxvz4kPSAtEImlXu6M;['indonesian pop rock'];Hatiku berkata ingin katakan cinta Namun aku malu untuk mengawalinya Jantungku berdebar saat kau menatapku Jadi salah tingkah bicara sama kamu  Bibirku terbungkam melihat senyummu Aku tak kuasa saat di depanmu  Sebenarnya aku ingin mengungkapkan rasa Tapi mengapa aku s'lalu tak bisa? Bagaimana caranya agar dirimu Bisa tahu kalau aku suka (suka) Suka (suka), suka, suka sama kamu? ...
Ojo Nangis;Ndarboy Genk;NDX AKA Full Album 2023 - 2024;4Iz7wW7kYwGOtGhv9bnO06;['dangdut', 'javanese dangdut', 'lagu jawa'];Mbiyen mbok perjuangke Saiki mbok sia-siake Aku sing s'lalu ono pas kowe loro Pas kowe durung sopo-sopo  Aku wis njogo ati Kowe dolanan ning mburi Kabeh sing tak perjuangke sio-sio Kowe milih karo sing luwih mulyo  Mesakke atiku yen tak teruske ro kowe Mending pisah, aku wis ra betah Wis kebacut getun kulo nderek langkung Tresno wis rampung  Ojo nangis (ojo nangis) ...
Doaku Untukmu Sayang;Wali;NDX AKA Full Album 2023 - 2024;29GszwSbH9jtj74nwNWf4Z;['dangdut', 'dangdut koplo', 'indonesian pop rock'];Kau mau apa, pasti 'kan kuberi Kau minta apa, akan kuturuti Walau harus aku terlelah dan letih Ini demi kamu, sayang  Aku tak akan berhenti menemani dan menyayangimu Hingga matahari tak terbit lagi Bahkan bila aku mati, ku 'kan berdoa pada Ilahi 'Tuk satukan kami di Surga nanti ...
Ani;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);5yj2UEU4HYq21ybNi3wpba;['dangdut', 'dangdut koplo'];Ani, Ani Sungguh aku tahu kau rindu padaku Ani, Ani Engkau juga tahu 'ku rindu padamu  Tetapi untuk sementara biarlah berpisah Kupergi karena terpaksa demi cita-cita Ani, Ani Tabahkan hatimu, aku juga rindu ...
Bahtera Cinta;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);4FoOr0PMFhjyYUHQsUKONm;['dangdut', 'dangdut koplo'];Beredar sang bumi Mengitari matahari Merangkaikan waktu Tahun-tahun berlalu  Namun cintaku Takkan pernah berubah Masa demi masa Kita berdua Takkan pernah berpisah Baur dalam cinta  Berlayar bahtera Mengharungi samudra Mencapai tujuan Nun di pantai harapan  Badai dan gelombang ...
Begadang;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);27RwomCnOPb0v7OXzj4NJa;['dangdut', 'dangdut koplo'];Begadang, jangan begadang Kalau tiada artinya Begadang boleh saja Kalau ada perlunya  Begadang, jangan begadang Kalau tiada artinya Begadang boleh saja Kalau ada perlunya  Kalau terlalu banyak begadang ...
Bulan Bintang;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);5bzscMqeGJWnSRHoLxXMyj;['dangdut', 'dangdut koplo'];Bulan di manakah kini Jangan kau sembunyi tampakkanlah diri Bintang sepi menyendiri Berselimut sunyi selalu mencari  Malam semakin kelam tanpa kau sang rembulan Bintang sedih bermuram tanpa kau sang rembulan  Bulan di manakah kini Jangan kau sembunyi tampakkanlah diri  Naluriku berkata bulan masih ada Dan menanti bintang dengan penuh damba Kuyakin bulan juga gelisah merana Dan menanggung rindu dalam penantian ...
Buta Tuli;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);1488q0DotGpGvrf90SVqlT;['dangdut', 'dangdut koplo'];Tak buta dua mata namun tiada melihat Tiada tuli telinga namun tiada mendengar Yang buta, yang buta, yang buta mata hatinya Yang tuli, yang tuli, yang tuli kesombongannya  Sehingga tiada melihat tanda kebesaran Tuhan Sehingga tiada mendengar peringatan dari Tuhan Ha-a-a ...  Adanya diri ini bukti adanya Tuhan adanya alam ini bukti adanya Tuhan Yang buta, yang buta, yang buta mata hatinya Yang tuli, yang tuli, yang tuli kesombongannya  Kebanyakan penghuni neraka Dari bangsa jin dan manusia Karena mereka tak menggunakan ...
Buta Tuli;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);5fF1dKu7OmpvuEbA5XMyIx;['dangdut', 'dangdut koplo'];Tak buta dua mata namun tiada melihat Tiada tuli telinga namun tiada mendengar Yang buta, yang buta, yang buta mata hatinya Yang tuli, yang tuli, yang tuli kesombongannya  Sehingga tiada melihat tanda kebesaran Tuhan Sehingga tiada mendengar peringatan dari Tuhan Ha-a-a ...  Adanya diri ini bukti adanya Tuhan adanya alam ini bukti adanya Tuhan Yang buta, yang buta, yang buta mata hatinya Yang tuli, yang tuli, yang tuli kesombongannya  Kebanyakan penghuni neraka Dari bangsa jin dan manusia Karena mereka tak menggunakan ...
Camelia;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);7l8txONnBDqMAqiyNAGjtr;['dangdut', 'dangdut koplo'];Camelia, Camelia Camelia, Camelia Riangku, riangmu Susahmu juga kesusahanku  Camelia, Camelia Camelia, Camelia Hidupmu, hidupku Matimu juga kematianku  Ho-oh, sungguh takkan kubiarkan Yang berani menjamahmu ...
